Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
51,Niroyoyo,Matsuno,Matsuno Province,Yugure,Empire of Yugure,Shin,Pelor,towns,21519,1198.18,214.15,33.97,134.79,25,13°C,Milan (Italy),,port,citadel,walls,plaza,,,{t1:argent;charges:[{charge:plaice;t:gules;p:e;t2:gules;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Niroyoyo&population=21519&size=41&seed=8820546000051&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural&sea=0.78
52,Tsura,Matsuno,Matsuno Province,Yugure,Empire of Yugure,Shin,Pelor,towns,6826,1181.8,219.2,32.65,130.51,16,15°C,Rome (Italy),,,citadel,,,,,{t1:argent;division:{division:perPale;t:azure;line:straight};charges:[{charge:pique;t:gules;p:p;size:0.7};{charge:bell;t:or;p:q;size:0.7}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Tsura&population=6826&size=27&seed=8820546000052&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
53,Hashi,Seto,Seto Province,Yugure,Empire of Yugure,Shin,Pelor,towns,1843,1253.5,282.6,16.06,149.27,25,27°C,Mogadishu (Somalia),,,,,plaza,,,{t1:gules;ordinaries:[{ordinary:terrace;t:argent;line:potentyDexter}];charges:[{charge:pique;t:or;p:bdf;size:0.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Hashi&population=1843&size=16&seed=8820546000053&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
54,Sharwalah,Liyah,Liyah Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,1839,1209.92,459.88,-30.32,137.86,4,21°C,Tegucigalpa (Honduras),,,,,plaza,,,{t1:sable;division:{division:perFess;t:lozengy-purpure-argent;line:straight};charges:[{charge:lionSejant;t:or;p:k;t2:or;t3:or;size:0.7};{charge:inescutcheon;t:or;p:n;size:0.7}];shield:roman},https://watabou.github.io/city-generator/?name=Sharwalah&population=1839&size=16&seed=8820546000054&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
55,Bakhoyager,Hvolsda,Hvolsda Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,24968,541.82,473.9,-33.99,-36.94,9,19°C,Marrakesh (Morocco),,,citadel,walls,plaza,,,{t1:or;division:{division:perChevronReversed;t:purpure;line:straight};ordinaries:[{ordinary:bar;t:vert;line:straight}];shield:spanish},https://watabou.github.io/city-generator/?name=Bakhoyager&population=24968&size=44&seed=8820546000055&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
56,Stamsey,Lautokeria,Lautokeria Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Selûne,towns,9933,317.58,530.81,-48.87,-95.61,36,10°C,London (England),,,citadel,,plaza,,,{t1:purpure;charges:[{charge:scissors;t:argent;p:e;size:1.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Stamsey&population=9933&size=31&seed=8820546000056&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
57,Sugalen,Hvolsda,Hvolsda Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,14620,539.64,566.17,-58.13,-37.51,121,4°C,Reykjavik (Iceland),,,,,plaza,,,{t1:argent;division:{division:perBend;t:gules;line:engrailed};charges:[{charge:key;t:purpure;p:l;size:0.7};{charge:fountain;t:or;p:m;size:0.7}];shield:spanish},https://watabou.github.io/city-generator/?name=Sugalen&population=14620&size=36&seed=8820546000057&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
58,Bollsfeld,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,towns,4083,469.97,142.7,52.67,-55.74,9,1°C,Arkhangelsk (Russia),,port,,,plaza,,,{t1:sable;ordinaries:[{ordinary:bendlet;t:or;line:engrailed}];charges:[{charge:annulet;t:purpure;p:joe;size:0.3}];shield:pavise},https://watabou.github.io/city-generator/?name=Bollsfeld&population=4083&size=22&seed=8820546000058&river=1&coast=1&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural&sea=0.45
59,Taiwamakas,Seto,Seto Province,Yugure,Empire of Yugure,Shin,Pelor,towns,10075,1243.65,298.9,11.8,146.69,16,27°C,Mogadishu (Somalia),,,citadel,walls,plaza,,,{t1:vert;division:{division:perFess;t:lozengy-argent-gules;line:straight};charges:[{charge:pique;t:or;p:k;size:0.7};{charge:feather;t:azure;p:n;size:0.7}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Taiwamakas&population=10075&size=31&seed=8820546000059&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
60,Kosawamo,Seto,Seto Province,Yugure,Empire of Yugure,Shin,Pelor,towns,12684,1182.08,311.29,8.56,130.58,9,28°C,Bangkok (Thailand),,port,,walls,plaza,temple,shanty town,{t1:gules;division:{division:perCross;t:argent;line:straight};ordinaries:[{ordinary:orle;t:or}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Kosawamo&population=12684&size=34&seed=8820546000060&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=1&greens=1&temple=1&walls=1&shantytown=1&style=natural&sea=1.38
61,Dijalhaf,Bisqah,Bisqah Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,2043,1109.27,331.9,3.17,111.53,9,29°C,Niamey (Niger),,,,walls,plaza,,,{t1:sable;charges:[{charge:column;t:argent;p:e;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Dijalhaf&population=2043&size=17&seed=8820546000061&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
62,Taif,Liyah,Liyah Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,5836,1210.2,486.4,-37.26,137.94,4,18°C,Barcelona (Spain),,,,walls,plaza,,,{t1:sable;ordinaries:[{ordinary:gore;t:argent}];charges:[{charge:sickle;t:or;p:jln;t2:or;size:0.7}];shield:roman},https://watabou.github.io/city-generator/?name=Taif&population=5836&size=25&seed=8820546000062&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
63,Gladske,Hvolsda,Hvolsda Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,2978,628.7,539.8,-51.23,-14.21,25,9°C,Copenhagen (Denmark),,,citadel,walls,plaza,,,{t1:or;charges:[{charge:wyvern;t:sable;p:e;t2:sable;t3:sable;size:1.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Gladske&population=2978&size=20&seed=8820546000063&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
64,Flalen,Lenes,Lenes Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,5136,437.96,549.77,-53.84,-64.11,64,8°C,Prague (Czechia),,port,,,,,,{t1:azure;charges:[{charge:caravel;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Flalen&population=5136&size=24&seed=8820546000064&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.54
65,Sasbach,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,towns,1667,603.43,175.24,44.15,-20.82,25,7°C,Montreal (Canada),,,citadel,,plaza,,,{t1:or;division:{division:perCross;t:azure;line:straight};charges:[{charge:hand;t:sable;p:j;size:0.6};{charge:crocodile;t:or;p:l;size:0.6};{charge:angel;t:argent;p:m;size:0.6};{charge:plaice;t:gules;p:o;size:0.6}];shield:pavise},https://watabou.github.io/city-generator/?name=Sasbach&population=1667&size=16&seed=8820546000065&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
66,Toho,Kanu,Kanu Province,Yugure,Empire of Yugure,Shin,Pelor,towns,2728,1096.25,178.19,43.38,108.12,16,7°C,Montreal (Canada),,port,citadel,walls,plaza,,,{t1:purpure;division:{division:perSaltire;t:argent};charges:[{charge:garb;t:or;p:bhdf;t2:or;divided:counter;size:0.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Toho&population=2728&size=19&seed=8820546000066&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=1&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural&sea=0.75
67,Tatsu,Matsuno,Matsuno Province,Yugure,Empire of Yugure,Shin,Pelor,towns,9314,1215.38,209.17,35.28,139.29,9,13°C,Milan (Italy),,,,,plaza,,,{t1:azure;charges:[{charge:ouroboros;t:or;p:e;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Tatsu&population=9314&size=30&seed=8820546000067&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
68,Taihogata,Seto,Seto Province,Yugure,Empire of Yugure,Shin,Pelor,towns,23658,1216.65,239.98,27.21,139.62,16,18°C,Barcelona (Spain),,,,,plaza,,,{t1:or;charges:[{charge:crossErminee;t:gules;p:e;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Taihogata&population=23658&size=43&seed=8820546000068&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
69,Zaljedi,Bisqah,Bisqah Province,Hihabar,Sultanate of Hihabar,Afar,Pelor,towns,2640,1199.47,364.78,-5.44,135.13,16,29°C,Niamey (Niger),,port,,walls,plaza,,,{t1:or;ordinaries:[{ordinary:fessDoubleCotissed;t:sable;line:wavy}];shield:roman},https://watabou.github.io/city-generator/?name=Zaljedi&population=2640&size=19&seed=8820546000069&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural&sea=1.53
70,Duwaqaq,Liyah,Liyah Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,4970,1167.9,423.6,-20.83,126.87,25,27°C,Mogadishu (Somalia),,,,,plaza,,,{t1:ermine-or-gules-smaller;division:{division:perFess;t:azure;line:straight};ordinaries:[{ordinary:cross;t:vert;line:straight}];shield:roman},https://watabou.github.io/city-generator/?name=Duwaqaq&population=4970&size=24&seed=8820546000070&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
71,Hellavik,Lautokeria,Lautokeria Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Selûne,towns,19422,342.77,481.07,-35.86,-89.02,100,17°C,Lisbon (Portugal),,port,,walls,plaza,,,{t1:gules;charges:[{charge:ouroboros;t:or;p:kn;size:0.7}];shield:spanish},https://watabou.github.io/city-generator/?name=Hellavik&population=19422&size=40&seed=8820546000071&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural&sea=0.02
72,Muwaiq,Tabratoria,Oman Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,13074,1019.76,476.01,-34.54,88.11,225,17°C,Lisbon (Portugal),,,,walls,plaza,,,{t1:argent;charges:[{charge:mallet;t:gules;p:e;t2:gules;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Muwaiq&population=13074&size=34&seed=8820546000072&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
73,Sollistad,Lenes,Lenes Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,14074,416.1,488.8,-37.88,-69.83,64,17°C,Lisbon (Portugal),,,,,plaza,,,{t1:azure;division:{division:perChevron;t:or;line:straight};charges:[{charge:arbalest2;t:argent;p:dfk;divided:counter;size:0.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Sollistad&population=14074&size=35&seed=8820546000073&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
74,Thuq,Liyah,Liyah Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,10189,1162.37,498.53,-40.43,125.42,9,15°C,Rome (Italy),,port,,,plaza,,,{t1:or;division:{division:perCross;t:sable;line:nebuly};charges:[{charge:axe;t:azure;p:j;t2:azure;size:0.6};{charge:castle2;t:argent;p:l;size:0.6};{charge:roundel;t:or;p:m;size:0.6};{charge:tree;t:gules;p:o;size:0.6}];shield:roman},https://watabou.github.io/city-generator/?name=Thuq&population=10189&size=31&seed=8820546000074&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural&sea=1.04
75,Biyah,Tabratoria,Oman Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,10371,1034.17,522.22,-46.63,91.88,4,12°C,Paris (France),,port,,,plaza,,,{t1:azure;charges:[{charge:frog;t:or;p:e;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Biyah&population=10371&size=31&seed=8820546000075&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural&sea=1.36
76,Kefjordre,Lautokeria,Lautokeria Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Selûne,towns,2445,313.2,581,-62.01,-96.75,16,3°C,Tromsø (Norway),,,,,plaza,,,{t1:gules;division:{division:perPile;t:argent;line:straight};charges:[{charge:compassRose;t:or;p:jleh;divided:counter;size:0.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Kefjordre&population=2445&size=18&seed=8820546000076&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
77,Wakawasa,Tokani,Tokani Prefecture,Yugure,Empire of Yugure,Shin,Pelor,towns,3453,811.9,190.3,40.21,33.73,16,9°C,Copenhagen (Denmark),,,,,plaza,,,{t1:chequy-argent-purpure;charges:[{charge:portcullis;t:gules;p:e;t2:gules;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Wakawasa&population=3453&size=21&seed=8820546000077&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
78,Kamawa,Nishiwa,Nishiwa Province,Yugure,Empire of Yugure,Shin,Pelor,towns,2683,1030.3,242.2,26.63,90.87,324,16°C,Dubrovnik (Croatia),,,,,,,,{t1:azure;charges:[{charge:key;t:argent;p:abc;size:0.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Kamawa&population=2683&size=19&seed=8820546000078&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
79,Saganimiba,Kokura,Kokura Province,Yugure,Empire of Yugure,Shin,Pelor,towns,15877,996.25,314.5,7.72,81.96,16,28°C,Bangkok (Thailand),,port,citadel,walls,plaza,,,{t1:vert;ordinaries:[{ordinary:chief;t:or;line:straight}];charges:[{charge:drakkar;t:gules;p:b;t2:gules;t3:gules;size:0.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Saganimiba&population=15877&size=37&seed=8820546000079&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural&sea=1.78
80,Alkhan,Bisqah,Bisqah Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,23560,1174.91,378.45,-9.01,128.7,16,28°C,Bangkok (Thailand),,port,,walls,plaza,,,{t1:or;charges:[{charge:crossOrthodox;t:gules;p:e;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Alkhan&population=23560&size=43&seed=8820546000080&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural&sea=1.82
81,Flaksver,Lenes,Lenes Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,9972,408.1,516,-45,-71.92,9,12°C,Paris (France),,,,walls,plaza,,,{t1:gules;charges:[{charge:snake;t:argent;p:e;t2:argent;size:1.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Flaksver&population=9972&size=31&seed=8820546000081&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
82,Sigland,Lautokeria,Lautokeria Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Selûne,towns,7728,308.82,526.69,-47.8,-97.9,225,9°C,Copenhagen (Denmark),,,,,plaza,,,{t1:argent;charges:[{charge:archer;t:gules;p:e;t2:gules;t3:gules;size:1.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Sigland&population=7728&size=28&seed=8820546000082&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
83,Besh,Namunz,Yemen Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,22904,1089.4,550.56,-54.04,106.33,25,8°C,Prague (Czechia),,,citadel,,plaza,,,{t1:gules;ordinaries:[{ordinary:cross;t:argent;line:straight}];charges:[{charge:key;t:gules;p:beh;size:0.3}];shield:roman},https://watabou.github.io/city-generator/?name=Besh&population=22904&size=42&seed=8820546000083&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
84,Zawarim,Namunz,Yemen Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,1897,1103.3,569.1,-58.89,109.97,4,5°C,Harbin (China),,,,walls,plaza,temple,,{t1:sable;charges:[{charge:crossAnkh;t:or;p:e;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Zawarim&population=1897&size=17&seed=8820546000084&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=1&walls=1&shantytown=0&style=natural
85,Imasudoka,Yamatsu,Yamatsu Prefecture,Yugure,Empire of Yugure,Shin,Pelor,towns,14176,954.76,157.13,48.89,71.1,36,3°C,Tromsø (Norway),,,,,plaza,,,{t1:azure;division:{division:perPale;t:or;line:straight};charges:[{charge:inescutcheon;t:argent;p:e;size:1.5};{charge:billet;t:gules;p:e;size:0.75}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Imasudoka&population=14176&size=35&seed=8820546000085&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
86,Aichingenwe,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Selûne,towns,1666,468.46,171.64,45.09,-56.13,225,3°C,Tromsø (Norway),,,,,plaza,,,{t1:purpure;division:{division:perBend;t:or;line:straight};charges:[{charge:drawingCompass;t:argent;p:l;size:0.7};{charge:lozengePloye;t:vert;p:m;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Aichingenwe&population=1666&size=16&seed=8820546000086&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
87,Ofrinburg,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,towns,2429,448.11,184.8,41.65,-61.46,441,6°C,Stockholm (Sweden),,,citadel,,plaza,,,{t1:argent;charges:[{charge:comet;t:gules;p:def;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Ofrinburg&population=2429&size=18&seed=8820546000087&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
88,Ormersbach,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Selûne,towns,2028,374.52,239.34,27.38,-80.71,36,18°C,Barcelona (Spain),,,,,plaza,,,{t1:vert;charges:[{charge:arbalest2;t:argent;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Ormersbach&population=2028&size=17&seed=8820546000088&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
89,Torokuei,Seto,Seto Province,Yugure,Empire of Yugure,Shin,Pelor,towns,2572,1225.63,254.21,23.49,141.97,16,22°C,Guangzhou (China),,,,,plaza,,,{t1:argent;charges:[{charge:triangle;t:sable;p:beh;size:0.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Torokuei&population=2572&size=19&seed=8820546000089&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
90,Heilerbach,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,towns,16164,464.85,361.45,-4.57,-57.08,196,28°C,Bangkok (Thailand),,port,,,plaza,,,{t1:pappellony2-argent-purpure;ordinaries:[{ordinary:chevron;t:gules}];shield:pavise},https://watabou.github.io/city-generator/?name=Heilerbach&population=16164&size=37&seed=8820546000090&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural&sea=1.81
91,Setbogen,Hvolsda,Hvolsda Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,1665,528.37,468.38,-32.54,-40.46,64,19°C,Marrakesh (Morocco),,,,,plaza,,,{t1:or;division:{division:chevronny;t:purpure};charges:[{charge:squirrel;t:gules;p:e;divided:counter;size:1.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Setbogen&population=1665&size=16&seed=8820546000091&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
92,Jihar,Tabratoria,Oman Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,11896,1009.32,467.74,-32.37,85.38,169,18°C,Barcelona (Spain),,,,,,,,{t1:sable;charges:[{charge:spear;t:argent;p:abc;t2:argent;size:0.5}];shield:roman},https://watabou.github.io/city-generator/?name=Jihar&population=11896&size=33&seed=8820546000092&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
